atclNo,cortarNo,atclNm,latitude,longitude,realEstateTypeCode,realEstateTypeName,tradeTypeName,tradeTypeCode,atclCfmYmd,totalDongCount,totalHouseholdCount,floorAreaRatio,minArea,maxArea,representativeArea,spc1,spc2,spc1_pyeong,spc2_pyeong,direction,flrInfo,tagList,atclFetrDesc,rltrNm,cpNm,directTradYn,etRoomCnt,minMviFee,maxMviFee,sameAddrCnt,priceCount,isPresales,photoCount,dealCount,leaseCount,rentCount,shortTermRentCount,totalArticleCount,existPriceTab,isComplexTourExist,매매가,보증금,월세,매매_최저가,매매_최고가,전세_최저가,전세_최고가,월세_최저가,월세_최고가,매매유형,지하철역명,지하철_거리_미터,지하철_도보_분,초등학교,중학교,고등학교,구,동,매물유형,수집시간
2552093655,1168010100,일반원룸,37.495444,127.035218,C01,원룸,월세,B2,25.09.25.,0,0,0,0,0,0,47,42.36,14.22,12.81,남동향,3월 4일,"['15년이내', '소형평수', '방한개']",강남역도보15분거리풀옵션원룸,강남테헤란로공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,3000,0,130,3000,3000,0,0,130,130,"매매, 월세",역삼역2호선,591,8,"서울역삼초등학교, 서울서이초등학교, 서울언주초등학교","은성중학교, 도곡중학교, 서운중학교",은광여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552763816,1168010100,원룸형 아파트,37.494918,127.043534,C01,원룸,월세,B2,25.09.29.,0,0,0,0,0,0,35,27.22,10.59,8.23,남서향,4월 5일,"['10년이내', '화장실한개', '소형평수']",역삼역 인근 베란다 갖춘 원룸,에이스하우징공인중개사사무소,공실클럽,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,88,1000,1000,0,0,88,88,"매매, 월세",한티역수인분당선,841,12,"서울도성초등학교, 서울대도초등학교, 서울역삼초등학교","도곡중학교, 역삼중학교, 숙명여자중학교","진선여자고등학교, 중앙대학교사범대학부속고등학교, 숙명여자고등학교",강남구,역삼동,원룸,2025.10.8 9:52
2552724061,1168010100,일반원룸,37.496364,127.042537,C01,원룸,월세,B2,25.09.29.,0,0,0,0,0,0,27,22.16,8.17,6.7,북동향,중/5,"['15년이내', '융자금적은', '소형평수']",반듯하고 안정적인 구조 i 엘리베이터 베란다 ,강남엘공인중개사사무소,피터팬의 좋은방구하기,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,500,500,95,500,500,500,500,95,95,"매매, 전세, 월세",역삼역2호선,718,10,"서울도성초등학교, 서울역삼초등학교","도곡중학교, 역삼중학교, 진선여자중학교","진선여자고등학교, 중앙대학교사범대학부속고등학교",강남구,역삼동,원룸,2025.10.8 9:52
2552605711,1168010100,일반원룸,37.494323,127.040847,C01,원룸,월세,B2,25.09.29.,0,0,0,0,0,0,25,24,7.56,7.26,서향,1월 5일,"['25년이내', '1층', '소형평수', '방한개']","직접답사O,역삼역인근,저렴한원룸,1층",태성공인중개사사무소,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,2000,0,55,2000,2000,0,0,55,55,"매매, 월세",역삼역2호선,804,12,"서울역삼초등학교, 서울언주초등학교","도곡중학교, 역삼중학교, 은성중학교","은광여자고등학교, 진선여자고등학교",강남구,역삼동,원룸,2025.10.8 9:52
2552645943,1168010100,일반원룸,37.501459,127.034807,C01,원룸,월세,B2,25.09.29.,0,0,0,0,0,0,80,42.99,24.2,13,남동향,3월 4일,"['15년이내', '역세권', '복층']",역삼역 초 역세권 깔끔한 복층 원룸,에이스하우징공인중개사사무소,공실클럽,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,175,1000,1000,0,0,175,175,"매매, 월세",역삼역2호선,170,2,"서울역삼초등학교, 서울서초초등학교",,,강남구,역삼동,원룸,2025.10.8 9:52
2552671344,1168010100,일반원룸,37.493461,127.034905,C01,원룸,단기임대,B3,25.09.29.,0,0,0,0,0,0,0,23.1,0,6.99,남서향,3월 3일,"['25년이상', '화장실한개', '방한개']",실매물 강남역 인근 리모델링 깔끔하고 보안굿,한백부동산중개사무소,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,70,70,70,70,70,70,70,70,70,"매매, 전세, 월세",강남역신분당선,698,10,"서울역삼초등학교, 서울언주초등학교, 서울서이초등학교","은성중학교, 도곡중학교, 서운중학교",은광여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552591654,1168010100,일반원룸,37.49666,127.044138,C01,원룸,전세,B1,25.09.29.,0,0,0,0,0,0,34,27.77,10.29,8.4,남서향,6월 6일,"['10년이내', '세대분리', '소형평수', '방한개']",신축급 분리형1.5룸 전세,(주)유일부동산중개법인,공실클럽,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,34900,0,0,34900,34900,0,0,0,0,매매,한티역수인분당선,774,11,"서울도성초등학교, 서울대도초등학교, 서울도곡초등학교","역삼중학교, 도곡중학교, 진선여자중학교","진선여자고등학교, 중앙대학교사범대학부속고등학교",강남구,역삼동,원룸,2025.10.8 9:52
2552672722,1168010100,일반원룸,37.496716,127.044324,C01,원룸,단기임대,B3,25.09.29.,0,0,0,0,0,0,19,18.1,5.75,5.48,북서향,3월 6일,"['25년이상', '화장실한개', '소형평수']",,한백부동산중개사무소,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,100,100,65,100,100,100,100,65,65,"매매, 전세, 월세",한티역수인분당선,758,11,"서울도성초등학교, 서울대도초등학교, 서울도곡초등학교","역삼중학교, 도곡중학교, 진선여자중학교","진선여자고등학교, 중앙대학교사범대학부속고등학교, 숙명여자고등학교",강남구,역삼동,원룸,2025.10.8 9:52
2552784895,1168010100,일반원룸,37.505779,127.036584,C01,원룸,월세,B2,25.09.29.,0,0,0,0,0,0,39,29.7,11.8,8.98,남서향,2월 4일,"['25년이내', '역세권', '화장실한개']",언주역3분 애완동물OK 깔끔한 원룸,메카공인중개사사무소,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,80,1000,1000,0,0,80,80,"매매, 월세",언주역9호선,288,4,"서울학동초등학교, 서울논현초등학교",,,강남구,역삼동,원룸,2025.10.8 9:52
2552777638,1168010100,일반원룸,37.506411,127.044319,C01,원룸,월세,B2,25.09.29.,0,0,0,0,0,0,46,33,13.91,9.98,남서향,2월 3일,"['25년이상', '역세권', '소형평수']",풀옵션원룸 주차OK,메카공인중개사사무소,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,90,1000,1000,0,0,90,90,"매매, 월세",선릉역수인분당선,411,6,"서울도성초등학교, 서울삼릉초등학교, 서울학동초등학교","진선여자중학교, 언주중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552781051,1168010100,일반원룸,37.493668,127.036463,C01,원룸,월세,B2,25.09.29.,0,0,0,0,0,0,39,29.7,11.8,8.98,남서향,3월 3일,"['25년이상', '세대분리', '소형평수']",조용한 주택가 분리형 풀옵션원룸,메카공인중개사사무소,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,3000,0,60,3000,3000,0,0,60,60,"매매, 월세",역삼역2호선,779,11,"서울역삼초등학교, 서울언주초등학교, 서울서이초등학교","은성중학교, 도곡중학교",은광여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552739963,1168010100,도시형생활주택,37.494807,127.042653,C01,원룸,월세,B2,25.09.29.,0,0,0,0,0,0,29,22.95,8.77,6.94,북향,3월 5일,"['15년이내', '화장실한개', '소형평수']",역삼동 컨디션 좋은 원룸,한라비발디공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,2000,0,95,2000,2000,0,0,95,95,"매매, 월세",역삼역2호선,850,12,"서울역삼초등학교, 서울도성초등학교, 서울대도초등학교","도곡중학교, 역삼중학교, 숙명여자중학교","진선여자고등학교, 중앙대학교사범대학부속고등학교, 은광여자고등학교",강남구,역삼동,원룸,2025.10.8 9:52
2552744120,1168010100,일반원룸,37.494918,127.043534,C01,원룸,월세,B2,25.09.29.,0,0,0,0,0,0,35,27.22,10.59,8.23,동향,4월 5일,"['10년이내', '화장실한개', '소형평수']","S급 가성비 원룸, 내부 컨디션 최상",한라비발디공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,88,1000,1000,0,0,88,88,"매매, 월세",한티역수인분당선,841,12,"서울도성초등학교, 서울대도초등학교, 서울역삼초등학교","도곡중학교, 역삼중학교, 숙명여자중학교","진선여자고등학교, 중앙대학교사범대학부속고등학교, 숙명여자고등학교",강남구,역삼동,원룸,2025.10.8 9:52
2552757986,1168010100,일반원룸,37.501777,127.03244,C01,원룸,단기임대,B3,25.09.29.,0,0,0,0,0,0,42,33.36,12.71,10.09,동향,4월 5일,"['25년이내', '역세권', '화장실한개']","강남역,역삼역 이용편리깔끔한 풀옵션 원룸",센트로부동산중개,공실클럽,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,200,200,100,200,200,200,200,100,100,"매매, 전세, 월세",역삼역2호선,376,5,"서울서초초등학교, 서울논현초등학교, 서울역삼초등학교",서일중학교,,강남구,역삼동,원룸,2025.10.8 9:52
2552086483,1168010100,도시형생활주택,37.497545,127.039303,C01,원룸,전세,B1,25.09.29.,0,0,0,0,0,0,13,12.94,3.93,3.91,남향,3월 8일,"['15년이내', '역세권', '화장실한개']",최적의 입지 갓성비 도시형생활주택 입주협의,(주)팀리얼티 부동산중개법인,한경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,18000,0,0,18000,18000,0,0,0,0,매매,역삼역2호선,428,6,"서울역삼초등학교, 서울도성초등학교","도곡중학교, 역삼중학교, 진선여자중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552746654,1168010100,일반원룸,37.505298,127.035508,C01,원룸,단기임대,B3,25.09.29.,0,0,0,0,0,0,28,27,8.47,8.17,서향,3월 6일,"['25년이내', '역세권', '화장실한개']",100강남최저가격역세권에 깔끔한 원룸,강남엘공인중개사사무소,피터팬의 좋은방구하기,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,150,150,70,150,150,150,150,70,70,"매매, 전세, 월세",언주역9호선,264,3,"서울학동초등학교, 서울논현초등학교",,,강남구,역삼동,원룸,2025.10.8 9:52
2552827013,1168010100,일반원룸,37.506535,127.044435,C01,원룸,단기임대,B3,25.09.29.,0,0,0,0,0,0,50,27.18,15.12,8.22,동향,중/4,"['10년이내', '역세권', '화장실한개']",실사진 신축급 1룸1거실 선정릉역 선릉역 최저가 풀옵션,더라움공인중개사사무소,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,200,200,200,200,200,200,200,200,200,"매매, 전세, 월세",선릉역수인분당선,406,6,"서울도성초등학교, 서울삼릉초등학교, 서울학동초등학교","진선여자중학교, 언주중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2550698114,1168010100,일반원룸,37.497577,127.035222,C01,원룸,월세,B2,25.09.18.,0,0,0,0,0,0,30,24.6,9.07,7.44,북동향,저/4,"['25년이내', '역세권', '화장실한개']",역삼역 초근접에 저렴한 오픈형 원룸 깔끔한 방,더큼공인중개사,부동산써브,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,65,1000,1000,0,0,65,65,"매매, 월세",역삼역2호선,361,5,서울역삼초등학교,,,강남구,역삼동,원룸,2025.10.8 9:52
2550378097,1168010100,일반원룸,37.493875,127.034428,C01,원룸,월세,B2,25.09.17.,0,0,0,0,0,0,26,23.14,7.87,7,동향,2월 4일,"['15년이내', '화장실한개', '소형평수']",,모두의부동산중개,부동산써브,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,85,1000,1000,0,0,85,85,"매매, 월세",강남역신분당선,638,9,"서울역삼초등학교, 서울서이초등학교, 서울언주초등학교","은성중학교, 서운중학교, 도곡중학교",은광여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2550455286,1168010100,일반원룸,37.507027,127.043169,C01,원룸,월세,B2,25.09.17.,0,0,0,0,0,0,0,40.17,0,12.15,남향,B1/4,"['25년이내', '방한개', '화장실한개']",남향의 반지하. 밝고 깔끔한 집. 넓은 전용공간.가성비갑,강남골드부동산중개,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1500,0,90,1500,1500,0,0,90,90,"매매, 월세",선정릉역9호선,374,5,"서울학동초등학교, 서울삼릉초등학교, 서울도성초등학교","진선여자중학교, 언주중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552530457,1168010100,일반원룸,37.495656,127.035607,C01,원룸,단기임대,B3,25.09.27.,0,0,0,0,0,0,36,28.1,10.89,8.5,북향,1월 5일,"['25년이내', '1층', '소형평수']",,정담공인중개사사무소,피터팬의 좋은방구하기,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,90,90,90,90,90,90,90,90,90,"매매, 전세, 월세",역삼역2호선,563,8,"서울역삼초등학교, 서울서이초등학교, 서울언주초등학교","은성중학교, 도곡중학교, 서운중학교",은광여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552482315,1168010100,일반원룸,37.496291,127.036438,C01,원룸,단기임대,B3,25.09.27.,0,0,0,0,0,0,36,26.45,10.89,8,북동향,2월 5일,"['25년이내', '소형평수', '화장실한개']",,역삼역센트럴푸르지오공인중개사사무소,피터팬의 좋은방구하기,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,100,100,80,100,100,100,100,80,80,"매매, 전세, 월세",역삼역2호선,487,7,서울역삼초등학교,"도곡중학교, 은성중학교",은광여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552244007,1168010100,일반원룸,37.497323,127.037224,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,47,34.77,14.22,10.52,북향,2월 3일,"['25년이상', '역세권', '화장실한개']",역삼역 인근 빅사이즈 원룸,에이스하우징공인중개사사무소,공실클럽,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,5000,0,100,5000,5000,0,0,100,100,"매매, 월세",역삼역2호선,378,5,서울역삼초등학교,도곡중학교,"은광여자고등학교, 진선여자고등학교",강남구,역삼동,원룸,2025.10.8 9:52
2552352482,1168010100,일반원룸,37.507975,127.042994,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,64,36.59,19.36,11.07,남향,3월 6일,"['25년이내', '역세권', '화장실한개']",선정릉역 아파트형 넓은 원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,500,500,120,500,500,500,500,120,120,"매매, 전세, 월세",선정릉역9호선,276,4,"서울학동초등학교, 서울삼릉초등학교, 서울도성초등학교","진선여자중학교, 언주중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552429271,1168010100,일반원룸,37.505528,127.032599,C01,원룸,전세,B1,25.09.27.,0,0,0,0,0,0,0,37.3,0,11.28,남향,1월 2일,"['25년이상', '역세권', '1층']","100무보정실사진, 더블역세권, 강남권저렴한전세매물, 전세자금대출가능",더채움공인중개사사무소,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,11000,0,0,11000,11000,0,0,0,0,매매,언주역9호선,234,3,"서울논현초등학교, 서울학동초등학교",,,강남구,역삼동,원룸,2025.10.8 9:52
2552243146,1168010100,일반원룸,37.497323,127.037224,C01,원룸,전세,B1,25.09.26.,0,0,0,0,0,0,47,34.77,14.22,10.52,북향,2월 3일,"['25년이상', '역세권', '화장실한개']",역삼역 인근 사이즈 큰 원룸,에이스하우징공인중개사사무소,공실클럽,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,23000,0,0,23000,23000,0,0,0,0,매매,역삼역2호선,378,5,서울역삼초등학교,도곡중학교,"은광여자고등학교, 진선여자고등학교",강남구,역삼동,원룸,2025.10.8 9:52
2552495689,1168010100,일반원룸,37.506653,127.04159,C01,원룸,단기임대,B3,25.09.27.,0,0,0,0,0,0,28,22.4,8.47,6.78,남동향,2월 4일,"['25년이내', '소형평수', '화장실한개']",,이안공인중개사사무소,피터팬의 좋은방구하기,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,100,100,75,100,100,100,100,75,75,"매매, 전세, 월세",선정릉역9호선,460,6,"서울학동초등학교, 서울삼릉초등학교, 서울도성초등학교","진선여자중학교, 언주중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552502909,1168010100,일반원룸,37.501809,127.034338,C01,원룸,단기임대,B3,25.09.27.,0,0,0,0,0,0,25,22.4,7.56,6.78,남서향,1월 4일,"['15년이내', '역세권', '1층']",,이안공인중개사사무소,피터팬의 좋은방구하기,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,60,60,60,60,60,60,60,60,60,"매매, 전세, 월세",역삼역2호선,226,3,"서울서초초등학교, 서울역삼초등학교",,,강남구,역삼동,원룸,2025.10.8 9:52
2552358519,1168010100,일반원룸,37.508786,127.040912,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,99,42,29.95,12.71,서향,2월 4일,"['25년이내', '역세권', '화장실한개']",선정릉역 넓고 위치좋은 원거실원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,120,1000,1000,0,0,120,120,"매매, 월세",선정릉역9호선,322,4,"서울학동초등학교, 서울삼릉초등학교","언주중학교, 진선여자중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552185766,1168010100,도시형생활주택,37.495438,127.034817,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,0,29.89,0,9.04,남향,5월 6일,"['10년이내', '화장실한개', '방두개']","100무보정실사진, 전세자금대출가능, 보증보험가능, 엘베,발코니,주차",더채움공인중개사사무소,부동산뱅크,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,5000,0,135,5000,5000,0,0,135,135,"매매, 월세",역삼역2호선,600,8,"서울역삼초등학교, 서울서이초등학교, 서울언주초등학교","은성중학교, 서운중학교, 도곡중학교",은광여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552310044,1168010100,일반원룸,37.504368,127.039969,C01,원룸,단기임대,B3,25.09.26.,0,0,0,0,0,0,36,28.45,10.89,8.61,동향,4월 5일,"['25년이내', '융자금없는', '소형평수']",,역삼역센트럴푸르지오공인중개사사무소,피터팬의 좋은방구하기,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,90,90,90,90,90,90,90,90,90,"매매, 전세, 월세",역삼역2호선,513,7,"서울도성초등학교, 서울학동초등학교",진선여자중학교,진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552356654,1168010100,일반원룸,37.506079,127.037635,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,187,37,56.57,11.19,북서향,4월 4일,"['25년이내', '역세권', '세대분리']",언주역 넓은 세미분리형 원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,100,1000,1000,0,0,100,100,"매매, 월세",언주역9호선,352,5,서울학동초등학교,,진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552359048,1168010100,일반원룸,37.506331,127.04007,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,53,33.95,16.03,10.27,남서향,중/6,"['25년이내', '화장실한개', '소형평수']",베란다 2개 아주 넓은 원거실원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,100,1000,1000,0,0,100,100,"매매, 월세",언주역9호선,549,8,"서울학동초등학교, 서울삼릉초등학교, 서울도성초등학교",진선여자중학교,진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552373338,1168010100,일반원룸,37.506484,127.037331,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,26,19.68,7.87,5.95,동향,4월 4일,"['10년이내', '역세권', '화장실한개']",언주역 요즘 귀한 깨끗한 풀옵션 원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,100,1000,1000,0,0,100,100,"매매, 월세",언주역9호선,311,4,서울학동초등학교,,진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552373185,1168010100,일반원룸,37.505384,127.042895,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,109,36.6,32.97,11.07,북서향,4월 5일,"['25년이상', '화장실한개', '방한개']",선릉 먹자 인근 가격대비 가성비 좋은 원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,2000,0,70,2000,2000,0,0,70,70,"매매, 월세",선릉역수인분당선,513,7,"서울도성초등학교, 서울학동초등학교, 서울삼릉초등학교",진선여자중학교,진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552358287,1168010100,일반원룸,37.506359,127.036226,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,144,36,43.56,10.89,서향,2월 3일,"['25년이내', '역세권', '화장실한개']",언주역 금액대비 넓고 가성비 최고 원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,95,1000,1000,0,0,95,95,"매매, 월세",언주역9호선,226,3,"서울학동초등학교, 서울논현초등학교",,,강남구,역삼동,원룸,2025.10.8 9:52
2552356872,1168010100,일반원룸,37.507027,127.043169,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,123,30,37.21,9.07,남서향,2월 4일,"['25년이내', '화장실한개', '방한개']",넓고 쾌적한 화이트톤 원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,110,1000,1000,0,0,110,110,"매매, 월세",선정릉역9호선,374,5,"서울학동초등학교, 서울삼릉초등학교, 서울도성초등학교","진선여자중학교, 언주중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552352179,1168010100,일반원룸,37.5074,127.041314,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,60,33,18.15,9.98,남향,3월 4일,"['25년이내', '역세권', '세대분리']",역삼동 넓고 관리 잘 된 분리형 원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,500,500,80,500,500,500,500,80,80,"매매, 전세, 월세",선정릉역9호선,403,6,"서울학동초등학교, 서울삼릉초등학교, 서울도성초등학교","진선여자중학교, 언주중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552350699,1168010100,일반원룸,37.506411,127.044319,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,196,33.1,59.29,10.01,동향,2월 4일,"['25년이상', '역세권', '화장실한개']",역삼동 금액대비 관리잘 된 깨끗한 원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,90,1000,1000,0,0,90,90,"매매, 월세",선릉역수인분당선,411,6,"서울도성초등학교, 서울삼릉초등학교, 서울학동초등학교","진선여자중학교, 언주중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552341277,1168010100,일반원룸,37.507098,127.037013,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,52,43.94,15.73,13.29,남향,1월 4일,"['25년이내', '역세권', '1층']",언주역 깨끗한 투룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,135,1000,1000,0,0,135,135,"매매, 월세",언주역9호선,269,4,"서울학동초등학교, 서울논현초등학교",,,강남구,역삼동,원룸,2025.10.8 9:52
2552354030,1168010100,일반원룸,37.507158,127.04233,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,178,35,53.84,10.59,남서향,2월 4일,"['25년이내', '역세권', '화장실한개']",역삼동 쾌적하고 깔끔한 원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,2000,0,125,2000,2000,0,0,125,125,"매매, 월세",선정릉역9호선,382,5,"서울학동초등학교, 서울삼릉초등학교, 서울도성초등학교","진선여자중학교, 언주중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552352029,1168010100,일반원룸,37.505768,127.045754,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,163,30,49.31,9.07,남동향,2월 3일,"['25년이상', '역세권', '세대분리']",선릉역 인근 면적대비 저렴한 분리형 원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,80,1000,1000,0,0,80,80,"매매, 월세",선릉역수인분당선,269,4,"서울도성초등학교, 서울삼릉초등학교, 서울학동초등학교","진선여자중학교, 언주중학교",진선여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2552266563,1168010100,일반원룸,37.494794,127.038674,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,26,19.8,7.87,5.99,남향,3월 6일,"['25년이상', '화장실한개', '소형평수', '방한개']","역삼역8분,강남역12분도보,풀옵션,단기임대,조용한주택지,관리비포함,주차X",강남랜드공인중개사사무소,부동산써브,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,70,70,70,70,70,70,70,70,70,"매매, 전세, 월세",역삼역2호선,682,10,"서울역삼초등학교, 서울언주초등학교","도곡중학교, 은성중학교, 역삼중학교",은광여자고등학교,강남구,역삼동,원룸,2025.10.8 9:52
2550091299,1168010100,일반원룸,37.497991,127.051253,C01,원룸,월세,B2,25.09.15.,0,0,0,0,0,0,27,24,8.17,7.26,서향,저/3,"['25년이상', '역세권', '소형평수']","습기걱정없이 쾌적한 주거, 도배,장판교체함",롯데부동산중개사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,500,500,50,500,500,500,500,50,50,"매매, 전세, 월세",한티역수인분당선,239,3,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","역삼중학교, 진선여자중학교, 단국대학교사범대학 부속중학교","단국대학교사범대학부속고등학교, 진선여자고등학교, 단국대학교부속소프트웨어고등학교",강남구,역삼동,원룸,2025.10.8 9:52
2552353797,1168010100,일반원룸,37.506567,127.036907,C01,원룸,월세,B2,25.09.26.,0,0,0,0,0,0,139,31,42.05,9.38,남동향,3월 3일,"['25년이내', '역세권', '화장실한개']",언주역 리모델린 완료된 예쁜 원룸,강남코리아공인중개사사무소,매경부동산,N,0,0,0,1,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,1000,0,110,1000,1000,0,0,110,110,"매매, 월세",언주역9호선,272,4,"서울학동초등학교, 서울논현초등학교",,,강남구,역삼동,원룸,2025.10.8 9:52
